organization,domain,visible_url,primary_category,secondary_categories,confidence,notes
Scicom MedComms,scicomms.com,https://www.scicomms.com/careers,Medical Communications,Medical Communications; Workday,medium,Med comms agency; failure_reason=fetch_failed:<urlopen error [Errno 104] Connection reset by peer>
Science 37,science37.com,https://www.science37.com/careers/,Digital Health,Digital Health,medium,Decentralized trials
ScienceSoft,scnsoft.com,https://www.scnsoft.com,clinical_informatics_healthit,Healthcare Software; Health information exchange portal development and multi-source data integration,medium,IT consulting firm with HIE software solutions
Scientific Group,wearescientific.com,https://wearescientific.com,medical_communications,Leading medical communications agency delivering innovative solutions in healthcare communications combining expertise in AI; Medical Communications; Workday,high,"Also seen under domain scientificgroup.com; Google snippet - medical communications agency with AI expertise; Medical writing; Medical/scientific communications; failure_reason=fetch_failed:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.scientificgroup.com'."
Sciterion,sciterion.com,https://www.sciterion.com/careers/,Medical Communications,Custom; Medical Communications,medium,Medical communications; failure_reason=fetch_failed:HTTP Error 403: Forbidden
SCRI - Sarah Cannon Research Institute,scri.com,https://www.scri.com,cro_heor_rwe,CRO; Contract research organization model,high,Ever-evolving approach to FDA requirements
Scripps Health,scripps.org,https://careers.scripps.org/,Hospital Systems,Hospital Systems; Workday,medium,Hospital/cancer center; failure_reason=no_matching_roles; population health research
Scripps Research,scripps.edu,https://www.scripps.edu,academic,Academic Medical Centers; Research Institute; The Scripps Research Institute; UKG; UltiPro,high,Biomedical research La Jolla CA; Biomedical research institute; Biomedical research institute for drug discovery and translational medicine; Drug discovery and translational medicine; Private nonprofit biomedical research institute; failure_reason=no_matching_roles
Seagen (Pfizer Oncology),seagen.com,https://careers.seagen.com/,Pharmaceutical Companies,Pharmaceutical Companies; Unknown,medium,"Oncology HEOR; R20 new; failure_reason=fetch_failed:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'careers.seagen.com'. (_ssl"
Seattle Children's Research Institute,seattlechildrens.org,https://www.seattlechildrens.org,hospital_system,Children's Hospital; Hospital Systems; Research Institute,high,Pediatric AMC; Pediatric academic medical center; Top-ranked children's hospital with foundation and research institute
Sema4 / GeneDx,genedx.com,https://www.genedx.com/,Biotech Companies,Biotech Companies; Custom; Digital Health,medium,Multiomics; failure_reason=no_matching_roles
Sentara Health,sentara.com,https://jobs.sentara.com/,Hospital Systems,Hospital Systems; Workday,medium,Hospital system; Virginia system; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
SeraCare Clinical Diagnostics (LGC Group),lgcgroup.com,https://www.lgcgroup.com,med_device_diagnostics,Diagnostics; Clinical diagnostics testing,high,Part of LGC Group diagnostic testing services
Serco Federal Health,serco.com,https://jobs.serco.com/,Federal Contractors,Federal Contractors; Workday,medium,Federal health research/contractor; failure_reason=no_matching_roles
Sermes CRO,sermescro.com,https://www.sermescro.com,cro_heor_rwe,CRO; CRO committed to Farmaindustria Code of Conduct,high,European CRO standards focus
Sharp HealthCare,sharp.com,https://careers.sharp.com/,Hospital Systems,Hospital Systems; Workday,medium,Hospital/cancer center; failure_reason=no_matching_roles; population health research
Siemens Healthineers,siemens-healthineers.com,https://www.siemens-healthineers.com/digital-health,digital_health,Healthcare Software; Digital health enterprise imaging and automation solutions,high,Medical technology digital transformation
Sigma-Aldrich,sigmaaldrich.com,https://www.sigmaaldrich.com,med_device_diagnostics,Other; Life sciences and diagnostics supplies,high,Major supplier of research and diagnostic products (Merck subsidiary)
Simply Diagnostic,simplydiagnostic.com,https://www.simplydiagnostic.com,med_device_diagnostics,Diagnostics; At-home testing kits for SIBO H. pylori hormones blood sugar,medium,Direct-to-consumer diagnostic test kits
SimulStat,simulstat.com,https://www.simulstat.com/careers/,Government / Public Health,Consulting; Government; HEOR; Public Health; RWE; Unknown,medium,Applied; Fetch: HTTP Error 404: Not Found; applied epi; failure_reason=fetch_failed:HTTP Error 404: Not Found
Sinai Chicago Population Health Institute,sinai.org,https://www.sinai.org,academic,Population Health Institute,medium,Chicago community health equity
Six Degrees Medical,sixdegreesmed.com,https://sixdegreesmed.com,medical_communications,Medical Communications; Medical communications agency focusing on HCP engagement and innovative medical communications,medium,AI Overview reference and company page - medical communications agency
SK Life Science Inc.,sklifescienceinc.com,https://www.sklifescienceinc.com,pharma_biotech,Pharmaceutical; Dedicated to finding new treatments that will address needs of those living with central nervous system (CNS) disorder,high,CNS pharmaceutical company
Slalom Healthcare Federal,slalom.com,https://www.slalom.com/careers,Federal Contractors,Consulting; Federal Contractors; HEOR; RWE; Workday,medium,Federal health research/contractor; Healthcare consulting; failure_reason=no_matching_roles
SmartClinx,smartclinx.net,https://smartclinx.net,digital_health,Digital Health; Digital health platforms and remote patient monitoring,high,Hospital public health tracking and RPM
SmarterDx,smarterdx.com,https://smarterdx.com,ai_clinical_datascience,Healthcare AI; Generational healthcare AI built by physician co-founders with technical depth,high,Company homepage; page 13
Smartlink Health Solutions,smartlinkhealth.com,https://www.smartlinkhealth.com,clinical_informatics_healthit,HIE; HIE and EHR integration for North Carolina health information exchange,high,Regional HIE and healthcare integration vendor
Smile Digital Health,smiledigitalhealth.com,https://www.smiledigitalhealth.com/careers,Digital Health,Digital Health,medium,FHIR interoperability
Smilow Cancer Hospital,ynhh.org,https://jobs.ynhh.org/,Hospital Systems,Hospital Systems; Workday,medium,"Connecticut AMC; Hospital/cancer center; failure_reason=fetch_failed:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'jobs.ynhh.org'. (_ssl.c:11; population health research"
SNOMED International,snomed.org,https://www.snomed.org,global_health_ngo,Other; Global clinical health terminology standards,high,Health terminology standards organization
Snowflake Health,snowflake.com,https://careers.snowflake.com/us/en,Digital Health,Digital Health; Phenom,medium,Data cloud; failure_reason=no_matching_roles
Social & Scientific Systems,sss-inc.com,https://www.sss-inc.com/careers/,Federal Contractors,Federal Contractors; Unknown,medium,Fetch: HTTP Error 404: Not Found; Subsidiary DLH; failure_reason=fetch_failed:HTTP Error 404: Not Found
Source Health Economics,sourcehe.co.uk,https://www.sourcehe.co.uk/careers,HEOR / RWE / Consulting,Consulting; Custom; HEOR; RWE,medium,HEOR; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
South Carolina Department of Health,sc.gov,https://www.jobs.sc.gov/,Government / Public Health,Custom; Government; Public Health,medium,State public health; failure_reason=fetch_failed:<urlopen error timed out>
South Central Regional Medical Center,scrmc.com,https://www.scrmc.com,hospital_system,Regional Health System,high,Mississippi regional medical center with population health programs
South Dakota Department of Health,doh.sd.gov,https://doh.sd.gov,environmental_occupational_health,Government; Government - State; Public Health; Public Health Preparedness; USAJobs,high,Also seen under domain bhr.sd.gov; Public Health Preparedness and Response program with health alert network and emergency registry; State public health; failure_reason=no_matching_roles
Southern Research,southernresearch.org,https://www.southernresearch.org/services,cro_heor_rwe,CRO; Comprehensive CRO services across oncology infectious disease rare disease,high,CRO services across disease areas
SPRI Global,spriglobal.org,https://spriglobal.org,survey_policy_research,Social Science Research; Social policy research connecting theory evidence and policy,high,Belgium-based not-for-profit social policy research institute
Spring Health,springhealth.com,https://www.springhealth.com/careers,Digital Health,Custom; Digital Health,medium,Mental health benefits; failure_reason=no_matching_roles
SRI International,sri.com,https://www.sri.com,global_health_ngo,Federal Contractors; International Research; Nonprofit R&D with biomedical and health programs; Research Institute; Research Organizations; iCIMS,medium,Broad research institute with health portfolio; Federal health research/contractor; Independent nonprofit R&D institute; Research institute; failure_reason=no_matching_roles
SSM Health,ssmhealth.com,https://jobs.ssmhealth.com/,Hospital Systems,Hospital Systems; Phenom,medium,Hospital system; Midwest Catholic system; failure_reason=no_matching_roles
St. Jude Children's Research Hospital,stjude.org,https://www.stjude.org/jobs,Hospital Systems,Hospital Systems,medium,Pediatric oncology research
Stanford Center for Innovation in Global Health,globalhealth.stanford.edu,https://globalhealth.stanford.edu,org_harvest,University; Stanford Center for Innovation in Global Health,high,Interdisciplinary global health programs; Academic global health research center; Global health research and education with faculty fellows program
Stanford Center for Population Health Sciences,careersearch.stanford.edu,https://careersearch.stanford.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,Academic; SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles
Stantec Federal Health,stantec.jobs,https://stantec.jobs/,Federal Contractors,Federal Contractors; Workday,medium,Federal health research/contractor; failure_reason=no_matching_roles
StataCorp Health,stata.com,https://www.stata.com/careers/,Digital Health,Custom; Digital Health,medium,Analytics vendor; R19 new; failure_reason=no_matching_roles
State Health Access Data Assistance Center,shadac.org,https://www.shadac.org/,Government / Public Health,Custom; Government; Public Health; Research Organizations,medium,Public health research/policy; SHADAC; State health policy data; failure_reason=no_matching_roles
State Health and Value Strategies,shvs.org,https://www.shvs.org/,Government / Public Health,Custom; Government; Public Health,medium,Public health research/policy; State Medicaid policy; failure_reason=fetch_failed:HTTP Error 403: Forbidden
State of California Department of Public Health,calcareers.ca.gov,https://calcareers.ca.gov/,browser_queue,Custom,medium,failure_reason=no_matching_roles
Steampunk Health,steampunk.com,https://steampunk.com/careers/,Federal Contractors,Federal Contractors; iCIMS,medium,Federal health IT; Federal health research/contractor; HHS digital; R19 new; R20 new; failure_reason=no_matching_roles
Steinberg Diagnostic Medical Imaging,stbmv.com,https://www.stbmv.com,med_device_diagnostics,Imaging Diagnostics; Diagnostic medical imaging centers,medium,Regional imaging centers in Las Vegas
Stryker,stryker.com,https://careers.stryker.com/,Pharmaceutical Companies,Pharmaceutical Companies; Workday (embedded; blocked API),medium,Device; failure_reason=no_matching_roles
Summa Health,summahealth.org,https://jobs.summahealth.org/,Hospital Systems,Hospital Systems; Workday,medium,Hospital system; Ohio system; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
Sun Pharma,sunpharma.com,https://sunpharma.com/careers/,Pharmaceutical Companies,Cornerstone; Pharmaceutical Companies,medium,Generic/specialty pharma; failure_reason=no_matching_roles
Sunshine Health,sunshinehealth.com,https://www.sunshinehealth.com,payer_vbc,Medicaid Managed Care; Florida Medicaid Medicare plans health insurance,high,Florida Medicaid MCO
SUNY Albany School of Public Health,suny.edu,https://jobs.suny.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
SUNY Downstate Health Sciences University,downstate.edu,https://www.downstate.edu,academic,Academic Medical Center; SUNY Downstate Health Sciences University; School of Public Health,high,Academic health sciences university; Academic medical center with School of Public Health in NYC; Brooklyn academic health center; Only academic medical center in Brooklyn
SUNY Upstate Medical University,upstate.edu,https://www.upstate.edu/hr/employment/,Academic Medical Centers,Academic Medical Centers; Workday,medium,Academic medical center; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Supernus Pharmaceuticals,supernus.com,https://www.supernus.com/careers-with-supernus,Pharmaceutical Companies,Pharmaceutical Companies; Workday (embedded; blocked API),medium,Specialty pharma; failure_reason=no_matching_roles
Surescripts,surescripts.com,https://surescripts.com/interconnect,rwd_registry,Health Information Exchange; Health Information Network,high,National health information network supporting TEFCA-scale patient information exchange
Sutro Biopharma Inc.,sutrobio.com,https://www.sutrobio.com,pharma_biotech,Biotechnology; Public biotechnology company headquartered in South San Francisco; focused on clinical stage drug discovery,high,Biotechnology company
Sutter Health Research Institutes,sutterhealth.org,https://www.sutterhealth.org,hospital_system,Hospital System; Hospital Systems; Phenom; Research Institute,high,California health system research; California not-for-profit regional health system with research focus; Northern California nonprofit; failure_reason=no_matching_roles
Sword Health,swordhealth.com,https://swordhealth.com,ai_clinical_datascience,AI-powered care coordination and personalized care; Digital Health; Greenhouse; Healthcare AI,high,Company homepage; Digital MSK; failure_reason=fetch_failed:HTTP Error 429: Too Many Requests; page 1
Syapse,syapse.com,https://www.syapse.com/careers,Digital Health,Digital Health; Unknown,medium,Precision medicine; failure_reason=no_matching_roles
Symbiotix Medical Communications Agency,symbiotix.com,https://www.symbiotix.com,medical_communications,Medical Communications; Medical communications agency,medium,YouTube video reference - medical communications agency
Synapse Health,equip.synapsehealth.com,https://equip.synapsehealth.com,clinical_informatics_healthit,Health IT; Patient data integration and healthcare connectivity solutions,high,Healthcare data integration platform
SYNCRONYS,syncronys.org,https://www.syncronys.org,clinical_informatics_healthit,HIE; New Mexico designated health information exchange,high,New Mexico statewide HIE
Syneos Health,syneoshealth.com,https://www.syneoshealth.com,cro_heor_rwe,CRO; Consulting; HEOR; Jobvite; Medical Communications; Medical communications agency building relationships between biopharmaceutical industry and healthcare professionals; RWE; Real world evidence health economics and outcomes research; Syneos Health | Biopharma Solutions Organization & CRO,high,"CRO/HEOR; Consulting solutions include HEOR and medical communications; Fully integrated biopharmaceutical solutions organization built to accelerate customer success; HEOR/RWE/epi consulting; Large established medical communications provider; Major CRO for clinical trials, outcomes research, HEOR, RWE; Med comms/CRO; Medical/scientific communications; Multidisciplinary HEOR approach; failure_reason=fetch_failed:HTTP Error 403: Forbidden"
Syracuse University Falk College Public Health,syr.edu,https://careers.syr.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
Takeda Pharmaceuticals,takeda.com,https://www.takeda.com,pharma_biotech,Custom; Largest life sciences employer in the U.S.; Pharmaceutical; Pharmaceutical Companies; Takeda Pharmaceutical Company Limited,high,HEOR; Major pharmaceutical company; failure_reason=no_matching_roles
Talkiatry,talkiatry.com,https://www.talkiatry.com/careers/jobs,Digital Health,Digital Health,medium,Psychiatry telehealth
Talkspace,talkspace.com,https://www.talkspace.com/careers,Digital Health,Digital Health,medium,Therapy platform
Tampa Bay Health Information Exchange,tampabayhie.org,https://www.moffitt.org,clinical_informatics_healthit,HIE; Regional health information exchange for protected health information sharing,medium,Regional HIE associated with Tampa Bay healthcare network
Tampa General Hospital,tgh.org,https://www.tgh.org,hospital_system,Academic Hospital,high,Primary teaching hospital for USF Health Morsani College of Medicine
Tandem Health AI,tandemhealth.ai,https://tandemhealth.ai,digital_health,Health AI; Clinical AI assistant for healthcare providers,high,EU regulatory-compliant clinical documentation AI
TechMatrix Inc,techmatrixinc.com,https://www.techmatrixinc.com/careers,Federal Healthcare Contractors,Custom; Federal Contractors; Federal Healthcare Contractors,medium,Federal contractor; Federal health IT; failure_reason=fetch_failed:HTTP Error 404: Not Found
Tellihealth,tellihealth.com,https://tellihealth.com,digital_health,Digital Health; Remote patient monitoring and chronic care management,high,RPM and CCM for nephrology and specialty practices
Telstra Health,telstrahealth.com,https://www.telstrahealth.com,clinical_informatics_healthit,FHIR; FHIR-native data platform and health information exchange,high,Australia-based FHIR and HIE technology company
Temple University Barnett College of Public Health,sph.temple.edu,https://sph.temple.edu,org_harvest,University; Barnett College of Public Health,high,"Health services and policy programs; Urban-focused public health school; Health Services Administration and Policy, Social and Behavioral Sciences"
Temple University College of Public Health,temple.edu,https://jobs.temple.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
Tempus,tempus.com,https://www.tempus.com,ai_clinical_datascience,AI-Powered Precision Medicine and Genomic Testing - clinical and molecular data library; AI-powered precision medicine and genomic testing; AI-powered precision medicine and genomic testing platform; Biomedical Data Science; Digital Health; Other; Precision Medicine; Unknown; world's largest library of clinical and molecular data,high,Clinical and molecular data operating system; Company homepage; Digital health/RWE; Fetch: HTTP Error 429: Too Many Requests; Precision medicine and genomic testing; Precision oncology data; failure_reason=fetch_failed:HTTP Error 429: Too Many Requests; page 2
Tenet Healthcare,tenethealth.com,https://careers.tenethealth.com/,Hospital Systems,Hospital Systems; Workday,medium,For-profit hospital operator; failure_reason=fetch_failed:<urlopen error [Errno -5] No address associated with hostname>
Tennessee Department of Health,tn.gov,https://www.tn.gov/health/careers,google_harvest,Careers; Custom; Government; Public Health,high,State health department career opportunities; State public health; failure_reason=fetch_failed:<urlopen error [Errno 104] Connection reset by peer>
TEPHINET,tephinet.org,https://www.tephinet.org,global_health_ngo,Global Health; Field epidemiology training program network,medium,Network of FETP programs worldwide
Tetra Tech Federal Health,tetratech.com,https://www.tetratech.com/careers,Federal Contractors,Federal Contractors; Workday,medium,Federal health research/contractor; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Teva Pharmaceuticals,tevapharm.com,https://www.tevapharm.com,pharma_biotech,Pharmaceutical; Pharmaceutical Companies; Teva Pharmaceutical Company pushes boundaries of scientific innovation and delivers quality medication; Workday,high,Also seen under domain tevausa.com; Generic pharma; Major pharmaceutical company (generics); failure_reason=fetch_failed:HTTP Error 404: Not Found
Texas A&M Public Policy Research Institute,ppri.tamu.edu,https://ppri.tamu.edu,survey_policy_research,Policy Research; Interdisciplinary research organization and evaluation services,high,University-affiliated policy research institute
Texas A&M School of Public Health,tamu.edu,https://public-health.tamu.edu,academic,Academic Medical Centers; School of Public Health,high,Academic; Largest SPH in Texas
Texas Biomedical Research Institute,txbiomed.org,https://www.txbiomed.org,academic,Research Institute,high,San Antonio bioscience research
Texas Children's Hospital,texaschildrens.org,https://jobs.texaschildrens.org/,Hospital Systems,Hospital Systems; Workday,medium,"Pediatric AMC; failure_reason=fetch_failed:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'jobs.texaschildrens.org'."
Texas Department of Health,state.tx.us,https://www.jobs.state.tx.us/,Government / Public Health,Government; Public Health; USAJobs,medium,State public health; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
Texas Department of State Health Services (DSHS),dshs.texas.gov,https://www.dshs.texas.gov,environmental_occupational_health,Government - State; Environmental Epidemiology,high,Environmental Epidemiology and Disease Registries Section protects health of people of Texas
Texas Health Resources,texashealth.org,https://jobs.texashealth.org/,Hospital Systems,Hospital Systems; Workday (embedded; blocked API),medium,North Texas system; failure_reason=no_matching_roles
Texas Statewide Health Information Exchange,hhs.texas.gov,https://www.hhs.texas.gov/improving-services-texans,rwd_registry,Health Information Exchange; State Health Information Exchange,high,Texas statewide health information exchange for provider data sharing
