organization,domain,visible_url,primary_category,secondary_categories,confidence,notes
Nava PBC,navapbc.com,https://www.navapbc.com,consulting_federal,Federal Contractor; Federal Contractors; Government technology for federal state and local agencies; Greenhouse,high,CMS digital; CMS digital services; Federal health research/contractor; Public benefit corporation and federal contractor since 2015; R19 new; failure_reason=no_matching_roles
Navicor Group,navicorgroup.com,https://www.navicorgroup.com/careers,Medical Communications,Custom; Medical Communications,medium,Medical/scientific communications; failure_reason=no_matching_roles
NCQA,ncqa.org,https://www.ncqa.org,org_harvest,Government; HEDIS Measures; Healthcare Analytics; NCQA: Health Care Accreditation; Paylocity; Public Health,high,Develops HEDIS quality measures; Healthcare quality accreditation and outcomes measurement organization; Healthcare quality organization employing outcomes researchers; Quality measurement; R20 new; failure_reason=no_matching_roles
Nebraska Department of Health,statejobs.nebraska.gov,https://statejobs.nebraska.gov/,Government / Public Health,Government / Public Health,medium,State public health
Nemours Children's Health,nemours.org,https://www.nemours.org,hospital_system,Children's Hospital; Hospital Systems; Workday,high,Hospital/cancer center; National pediatric health system with research partnerships across multiple states; failure_reason=fetch_failed:<urlopen error [Errno 111] Connection refused>; population health research
Neurocrine Biosciences,neurocrine.com,https://www.neurocrine.com/careers/,Biotech Companies,Biotech Companies,medium,Commercial biotech
Nevada Department of Health,nv.gov,https://nv.gov/jobs,Government / Public Health,Government; Public Health; USAJobs,medium,State public health; failure_reason=no_matching_roles
Nevada Division of Public and Behavioral Health (DPBH),dpbh.nv.gov,https://www.dpbh.nv.gov,environmental_occupational_health,Government - State; Public Health Preparedness,high,Public Health Preparedness program providing resources and planning
Nevada Policy Research Institute,npri.org,https://www.npri.org,survey_policy_research,Policy Research; Nevada public policy research,high,State-focused policy research institute
New Jersey Health Information Network,nj.gov,https://www.nj.gov/health/njhin,rwd_registry,Custom; Government; Health Information Exchange; Public Health; State Health Information Exchange,high,State public health; Statewide system for secure electronic patient health information exchange; failure_reason=fetch_failed:HTTP Error 404: Not found
New York Department of Health,statejobs.ny.gov,https://statejobs.ny.gov/,Government / Public Health,Government; Public Health; USAJobs,medium,State public health; failure_reason=no_matching_roles
New York Medical College,nymc.edu,https://www.nymc.edu,academic,Medical School,high,Valhalla NY medical college
New York State Department of Health,health.ny.gov,https://www.health.ny.gov/prevention/careers,google_harvest,Government; Careers in Public Health - New York State Department of Health,high,State health department with public health career opportunities including epidemiology
New Zealand Policy Research Institute,nzpri.aut.ac.nz,https://nzpri.aut.ac.nz,survey_policy_research,Policy Research; Migrant and refugee health policy research,high,Auckland University of Technology policy research institute
Newport Diagnostic Center,newportdiagnosticcenter.com,https://www.newportdiagnosticcenter.com,med_device_diagnostics,Imaging Diagnostics; Dedicated medical imaging facility,medium,Regional medical imaging center
Newport Healthcare,newporthealthcare.com,https://www.newporthealthcare.com,behavioral_mental_health,Behavioral health company / Mental health company; Teen and young adult mental health and substance use treatment,high,Specialized behavioral health treatment provider for adolescents and young adults
NewYork-Presbyterian,nyp.org,https://www.nyp.org,hospital_system,Academic Hospital; Hospital Systems; Workday (embedded; blocked API),high,Columbia/Cornell AMC; Morgan Stanley Children's Hospital integrated with Columbia and Weill Cornell; failure_reason=no_matching_roles
NextGen Healthcare,nextgen.com,https://www.nextgen.com,clinical_informatics_healthit,EHR; Cloud EHR and practice management for specialty and ambulatory practices,high,Established ambulatory EHR vendor
Nference,nference.com,https://nference.com/careers,Digital Health,Custom; Digital Health,medium,RWD AI; failure_reason=no_matching_roles
NHC Advantage,nhcadvantageplan.com,https://www.nhcadvantageplan.com,payer_vbc,Medicare Advantage; Medicare Advantage requiring Medicare Part A and Part B,high,Medicare Advantage plan
Nicklaus Children's Hospital,nicklaus.org,https://careers.nicklaus.org/,Hospital Systems,Hospital Systems; Workday,medium,Hospital/cancer center; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>; population health research
NIEHS,niehs.nih.gov,https://www.niehs.nih.gov/research/divisions/careers,google_harvest,Academic Medical Centers; Careers in Epidemiology; Government,high,Environmental epidemiology; NIH institute with epidemiology career opportunities
NJ FamilyCare,njfamilycare.org,https://www.njfamilycare.org,payer_vbc,Medicaid Managed Care; New Jersey Medicaid MCO enrollment,high,New Jersey Medicaid program
Node Medcom,nodemedcom.com,https://www.nodemedcom.com,medical_communications,Medical Communications; Scientific writing publication planning HCP engagement and medical education services for pharma/biotech across Canada,high,Company homepage - medical communications agency where possibility and communication intersect
NORC Federal,norc.org,https://careers.norc.org/,Federal Contractors,Consulting; Custom; Federal Contractors; HEOR; RWE; Research Organizations,medium,Federal health research/contractor; Health survey research; Survey/health; Survey/health research; failure_reason=no_content
Norstella,norstella.com,https://www.norstella.com/careers,HEOR / RWE / Consulting,Consulting; HEOR; RWE; Workday,medium,HEOR/RWE/epi consulting; Market access/RWE; failure_reason=no_matching_roles
North Carolina Department of Health and Human Services,ncdhhs.gov,https://epi.dph.ncdhhs.gov,environmental_occupational_health,Environmental Epidemiology; Government; Government - State; NC DHHS: North Carolina Department of Health and Human Services; Public Health Preparedness,high,Employs epidemiologists and program evaluators; Public Health Preparedness and Response section with occupational and environmental epidemiology capabilities; State health department; State health department serving North Carolina
Northeast Ohio Medical University,neomed.edu,https://www.neomed.edu,academic,Medical School,high,NEOMED clinical translational research
Northeastern University Bouve College of Health Sciences,northeastern.edu,https://careers.northeastern.edu/,Academic Medical Centers,Academic Medical Centers,medium,SPH/Medicine; adjunct/epi potential
Northrop Grumman Health IT,northropgrumman.com,https://jobs.northropgrumman.com/,Federal Contractors,Federal Contractors; Workday,medium,Federal health research/contractor; failure_reason=no_matching_roles
Northwest Association of Occupational and Environmental Medicine (NAOEM),naoem.org,https://naoem.org,environmental_occupational_health,"Professional Association; Occupational Health, Environmental Medicine",high,Regional association providing resources for occupational and environmental medicine professionals
Northwestern Memorial Hospital,nm.org,https://jobs.nm.org/,Academic Medical Centers,Academic Medical Centers; Hospital Systems; Workday,medium,Academic medical center; Chicago AMC; failure_reason=fetch_failed:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)>
Northwestern University Feinberg Research,hr.northwestern.edu,https://hr.northwestern.edu/careers/,Academic Medical Centers,Academic Medical Centers; Custom,medium,Academic; SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles
Norton Healthcare Clinical Research Institute,nortonhealthcare.com,https://nortonhealthcare.com/research-and-clinical-trials,academic,Clinical Research Center,high,Louisville Kentucky research
Notable Health,notablehealth.com,https://www.notablehealth.com/careers,Digital Health,Digital Health,medium,Healthcare automation
Nova Southeastern University Public Health,nova.edu,https://careers.nova.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
Novant Health,novanthealth.org,https://www.novanthealth.org,hospital_system,Hospital System; Hospital Systems; Medicaid Managed Care; Medicaid managed care and Medicaid expansion clinics; iCIMS,high,Health system with Medicaid managed care; Hospital system; Southeast regional health system with clinical research focus; Southeast system; failure_reason=no_matching_roles
Novartis,novartis.com,https://www.novartis.com,pharma_biotech,Innovative medicines company; Pharmaceutical; Pharmaceutical Companies; Workday (embedded; blocked API); reimagining medicine to improve and extend people's lives,high,HEOR; Major pharmaceutical company; failure_reason=no_matching_roles
Novo Nordisk,novonordisk.com,https://www.novonordisk.com,pharma_biotech,Custom; Leading global healthcare company founded in 1923; Pharmaceutical; Pharmaceutical Companies; driving change to defeat diabetes; headquartered in Denmark,high,HEOR; HEOR/diabetes; Major pharmaceutical company (diabetes); R20 new; failure_reason=no_matching_roles
Novotech CRO,novotech-cro.com,https://novotech-cro.com,cro_heor_rwe,CRO; Global full-service clinical research for biotech and pharma,high,Focus on biotech and small to mid-sized pharma
NQF (National Quality Forum),qualityforum.org,https://www.qualityforum.org/careers,Government / Public Health,Government; Public Health; Unknown,medium,Fetch: HTTP Error 403: Forbidden; Quality; Quality measurement; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Nucleus Global,nucleusglobal.com,https://www.nucleusglobal.com,medical_communications,Medical Affairs Strategy; Winner of Medical Affairs Agency of the Year at Communiqué 2022 - medical affairs agency,high,PMLIVE article about Communiqué awards - medical affairs agency
NYC Health,nyc.gov,https://www.nyc.gov/site/doh/about/employment,google_harvest,Custom; Government; Job Search - NYC Health; Public Health,high,Municipal epi/public health; New York City health department career opportunities; failure_reason=fetch_failed:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)>
NYU Grossman School of Medicine,nyu.edu,https://med.nyu.edu,academic,About NYU Grossman School of Medicine; Academic Medical Center; Medical School,high,Also seen under domain med.nyu.edu; NYU Langone academic medical school; No. 1 comprehensive academic medical center; Premier medical school and health system; Ranked top academic medical center
NYU Langone Health,nyulangone.org,https://med.nyu.edu,hospital_system,Academic Hospital; Academic Medical Centers; Custom; Hospital Systems,high,Academic medical center; Department of Population Health at major NYC academic medical center; Workday; failure_reason=no_matching_roles
NYU School of Global Public Health,publichealth.nyu.edu,https://publichealth.nyu.edu/career/hub,google_harvest,University; Career Hub - NYU School of Global Public Health,high,University school of public health career opportunities
OAK Ridge Associated Universities,orau.org,https://www.orau.org/careers/,Federal Contractors,Federal Contractors; iCIMS,medium,DOE/CDC research; failure_reason=no_matching_roles
Obsidian Healthcare Group,obsidianhg.com,https://www.obsidianhg.com,medical_communications,Medical Affairs Strategy; 2025 Communiqué Medical Affairs Agency of the Year finalist - medical affairs agency,high,Company homepage and award recognition
ObvioHealth,obviohealth.com,https://www.obviohealth.com/careers/,Digital Health,Digital Health; Unknown,medium,R20 new; Virtual trials; failure_reason=fetch_failed:HTTP Error 404: Not Found
Occupational and Environmental Health Network P.C. (OEHN),oehn.org,https://oehn.org,environmental_occupational_health,"Professional Network; Occupational Health, Environmental Health",high,Organization of board-certified occupational health physicians and other occupational health professionals
Occupational Environmental Health Solutions Inc. (OEHS),oehsinc.com,https://www.oehsinc.com,environmental_occupational_health,"Environmental Consulting Firm; Industrial Hygiene, Occupational Health",high,Industrial hygiene and safety consulting firm specializing in chemical physical biological and ergonomic hazards
Ocean Policy Research Institute,oprf.or.jp,https://www.oprf.or.jp,survey_policy_research,Policy Research; Ocean policy research and marine environmental policy,high,Japan-based ocean policy research institute
OCHIN,ochin.org,https://www.ochin.org,clinical_informatics_healthit,HIE; Nonprofit health information network providing HIE capabilities to community health centers,high,National nonprofit HIE network
Ochsner Health,ochsner.org,https://www.ochsner.org,org_harvest,Academic Medical Center; Ochsner Health: Expert Care in Louisiana and Beyond,high,Ochsner-Xavier Institute for Health Equity and Research; Academic medical center with outcomes research; Largest academic medical center in Louisiana with health equity research
Office Ally,officeally.com,https://www.officeally.com,digital_health,Healthcare Software; Healthcare software for hospitals and medical practices,high,Practice management and value-based care portal
Office of the National Coordinator for Health IT,healthit.gov,https://www.healthit.gov,rwd_registry,General; Government; Health Information Exchange; ONC - Office of the National Coordinator for Health IT,high,Employs health informaticists and data analysts; Federal office for health information technology; Federal office overseeing health IT and nationwide health information exchange policy; Tailored resources for digital health needs and health IT interoperability
Ogilvy Health,ogilvy.com,https://www.ogilvy.com/careers,Medical Communications,Greenhouse (embedded); Medical Communications,medium,Medical communications; Medical/scientific communications; failure_reason=no_matching_roles
Ohio Department of Health,ohio.gov,https://careers.ohio.gov/,Government / Public Health,Government; Public Health; Taleo,medium,State public health; failure_reason=no_matching_roles
Ohio State University Center for Health Outcomes,hr.osu.edu,https://hr.osu.edu/careers,Academic Medical Centers,Academic Medical Centers,medium,Academic; SPH/Medicine; adjunct/epi potential
OhioHealth Research Institute,ohiohealth.com,https://www.ohiohealth.com,academic,Hospital Systems; Research Institute,high,Columbus system; Hospital system; Ohio health system clinical research
OHSU Gun Violence Prevention Research Center,ohsu-psu-sph.org,https://ohsu-psu-sph.org/gun-violence-prevention-research,injury_safety_justice,university research center; gun violence and firearm injury prevention,high,OHSU-PSU School of Public Health center using epidemiology for firearm injury prevention
Oklahoma Department of Health,jobseeker.ok.gov,https://www.jobseeker.ok.gov/,Government / Public Health,Government; Public Health; USAJobs,medium,State public health; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
Old Dominion University Virginia Health Sciences,odu.edu,https://www.odu.edu/virginia-health-sciences,academic,Academic Medical Centers; Health Sciences Center,high,EVMS joint program Norfolk VA; SPH/Medicine; adjunct/epi potential
OM1,om1.com,https://www.om1.com/careers/,Digital Health,Digital Health,medium,RWD outcomes
Omada Health,omadahealth.com,https://www.omadahealth.com/about-us/careers,Digital Health,Digital Health,medium,Chronic disease digital
Oncodesign Precision Medicine,oncodesign.com,https://www.oncodesign.com,digital_health,Other; Precision medicine for cancer treatment and diagnostics,high,Biotech focused on resistant and metastatic cancer
One Medical (Amazon),onemedical.com,https://careers.onemedical.com/,Digital Health,Custom; Digital Health,medium,Primary care; failure_reason=no_matching_roles
Open Contracting Partnership,open-contracting.org,https://www.open-contracting.org,consulting_federal,Other; Government procurement transparency and monitoring,medium,Connects governments and civil society for public procurement
OPEN Health,openhealthgroup.com,https://www.openhealthgroup.com,cro_heor_rwe,Consulting; HEOR; Medical Communications; Medical Communications & HEOR Jobs & Careers; Medical communications agency specialists bringing data to life across healthcare community; Medical communications healthcare HEOR and market access; RWE; Workday,high,Company homepage - medical communications and med comms solutions; HEOR/medical comms; Medical communications and HEOR consulting firm with specialized career opportunities; R19 new; Scientific and creative communications services; failure_reason=fetch_failed:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)>
OpenHIE,ohie.org,https://www.ohie.org,clinical_informatics_healthit,Interoperability; Open health information exchange framework and global health interoperability community,high,Open-source HIE standards organization
Oracle Health,oracle.com,https://www.oracle.com/health/,clinical_informatics_healthit,Digital Health; EHR; Enterprise EHR and healthcare cloud applications (formerly Cerner); Oracle Recruiting,high,EHR data; Major EHR vendor and health IT platform; failure_reason=no_matching_roles
Orangefiery,orangefiery.com,https://orangefiery.com/industries/healthcare-comms,medical_communications,Healthcare Communications; Healthcare communications firm combining insights and decision-making tools of strategy consulting with real-world orientation and agility,high,Company industry page - healthcare communications firm for pharma and biotech
Oregon Health and Science University,ohsu.edu,https://www.ohsu.edu,academic,About OHSU; Academic Medical Center; Academic Medical Centers; Hospital Systems; iCIMS,high,Academic; Academic health sciences university; Hospital/cancer center; OCTRI translational research; Oregon's only academic health center; Oregon's only public academic health center; SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles; population health research
Oregon Health Plan,oregon.gov,https://www.oregon.gov/oha,payer_vbc,Medicaid Managed Care; Oregon Medicaid medical assistance program,high,Oregon Medicaid program
Oregon Research Institute,ori.org,https://www.ori.org,academic,Research Institute,medium,Behavioral sciences research Eugene OR
Organon,organon.com,https://www.organon.com/careers/,Pharmaceutical Companies,Pharmaceutical Companies; Workday (embedded; blocked API),medium,Women's health/spinoff; failure_reason=no_matching_roles
Orion Health,orionhealth.com,https://www.orionhealth.com,clinical_informatics_healthit,Interoperability; Health information exchange platform for unified health data and insights,high,Global health IT interoperability vendor
Oscar Health,hioscar.com,https://www.hioscar.com/careers/,Digital Health,Digital Health; Unknown,medium,Fetch: HTTP Error 308: Permanent Redirect; Individual/small group; failure_reason=fetch_failed:HTTP Error 308: Permanent Redirect
OSHAcademy,oshacademy.com,https://www.oshacademy.com,environmental_occupational_health,"Professional Training Organization; Occupational Health, Workplace Safety",medium,Member-based organization advancing occupational and environmental health through training and education
Osplabs,osplabs.com,https://www.osplabs.com,clinical_informatics_healthit,Healthcare Software; Health information exchange software for secure data sharing and EHR integration,high,HIE and healthcare software vendor
Otsuka America,otsuka-us.com,https://www.otsuka-us.com/careers,Pharmaceutical Companies,Pharmaceutical Companies; Workday,medium,Specialty pharma; failure_reason=fetch_failed:HTTP Error 404: Not Found
Outcome Healthcare,outcomehealthcare.com,https://www.outcomehealthcare.com,clinical_informatics_healthit,FHIR; HL7 FHIR compliant health information exchange platform for patient data download,high,FHIR-based HIE platform vendor
Oxford PharmaGenesis,pharmagenesis.com,https://www.pharmagenesis.com/careers,Medical Communications,Custom; Medical Communications,medium,HEOR/medical writing; failure_reason=no_matching_roles
p-value group,p-valuegroup.com,https://www.p-valuegroup.com,medical_communications,Medical Communications; Medical communications agency founded in 2004 privately owned with multiple agencies providing full-service medical communications and speakers bureau,high,Company homepage - medical communications agency
PA Consulting,paconsulting.com,https://www.paconsulting.com/industries/government-and-public-sector,consulting_federal,Public Sector Consulting; Government and public sector consulting,high,Collaborative purpose-led approach to public sector consulting
Pacific AIDS Network,pacificaids.ca,https://pacificaids.ca,survey_policy_research,Program Evaluation; Research and evaluation consulting for health delivery system reforms,high,Community-based health research and evaluation organization
Pacira BioSciences,pacira.com,https://www.pacira.com/careers/,Pharmaceutical Companies,Pharmaceutical Companies; Workday,medium,Specialty pharma; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Palantir Health,palantir.com,https://www.palantir.com/careers/,Digital Health,Digital Health; Federal Contractors; Lever,medium,Federal data; Federal health data; R19 new; failure_reason=no_matching_roles
Palestine Economic Policy Research Institute,mas.ps,https://mas.ps,survey_policy_research,Policy Research; Palestine economic policy research,high,Palestinian economic policy research institute
Panalgo,panalgo.com,https://www.panalgo.com/careers,Digital Health,Digital Health; Unknown,medium,IHDS analytics; R19 new; failure_reason=fetch_failed:HTTP Error 404: Not Found
Paradigm Health,paradigmhealth.ai,https://www.paradigmhealth.ai/careers,Digital Health,Custom; Digital Health,medium,Oncology trials RWD; failure_reason=no_matching_roles
Parexel,parexel.com,https://www.parexel.com,cro_heor_rwe,CRO; Consulting; Contract research organization; HEOR; Medical Communications; RWE; Unknown; Workday,high,CRO; CRO/epi/RWE; Fetch: HTTP Error 404: Not Found; Major global CRO; Medical/scientific communications; R20 new; failure_reason=fetch_failed:<urlopen error [Errno -5] No address associated with hostname>; failure_reason=fetch_failed:HTTP Error 404: Not Found
Parkland Health,parklandhealth.org,https://jobs.parklandhealth.org/,Hospital Systems,Hospital Systems; Workday,medium,Dallas public system; failure_reason=fetch_failed:<urlopen error [Errno 104] Connection reset by peer>
Parkview Health,parkview.com,https://jobs.parkview.com/,Hospital Systems,Hospital Systems; Workday,medium,Indiana system; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
Parsley Health,parsleyhealth.com,https://www.parsleyhealth.com/careers,Digital Health,Custom; Digital Health,medium,Functional medicine; failure_reason=no_matching_roles
Parsons Federal Health,parsons.com,https://careers.parsons.com/,Federal Contractors,Federal Contractors; Workday,medium,Federal health research/contractor; failure_reason=fetch_failed:<urlopen error [Errno -5] No address associated with hostname>
Particle Health,particlehealth.com,https://www.particlehealth.com/careers,Digital Health,Digital Health,medium,Health data exchange
Partners Health Plan,phpcares.org,https://phpcares.org,payer_vbc,Medicaid Managed Care; Managed care plan for Medicare and Medicaid in New York,high,New York managed care plan
Partners In Health,pih.org,https://www.pih.org,org_harvest,Nonprofit; Partners In Health: Home,high,Focus on health equity and population health; International health organization for program evaluation and research; Global health organization transforming care for mothers and addressing health inequality
Partnership HealthPlan,partnershp.org,https://www.partnershp.org,payer_vbc,Medicaid Managed Care; Non-profit community based health care organization Medi-Cal,high,California Medi-Cal plan administrator
Partnership HealthPlan of California,partnershiphp.org,https://www.partnershiphp.org,org_harvest,Insurance; Partnership HealthPlan,medium,Serves Northern California Medi-Cal populations; Medicaid managed care plan; Non-profit community-based health care organization for Medi-Cal
PATH,path.org,https://www.path.org,global_health_ngo,Health systems innovation epidemic response and digital health; Implementation Science; Nonprofit; PATH: Better health moves humanity forward,high,Focus on implementation and program evaluation; Global health innovation organization; International nonprofit developing health solutions globally; Major global health systems innovation organization
PCORI,pcori.org,https://www.pcori.org/about/careers,Government / Public Health,Government; Public Health; Research Organizations; Unknown,medium,CER funder; Fetch: HTTP Error 404: Not Found; failure_reason=fetch_failed:HTTP Error 404: Not Found
Peace Over Violence,peaceoverviolence.org,https://www.peaceoverviolence.org,behavioral_mental_health,Trauma-informed care organization; Violence prevention victim services and trauma-informed care,medium,Nonprofit providing trauma-informed services to violence survivors
PeaceHealth,peacehealth.org,https://careers.peacehealth.org/,Hospital Systems,Hospital Systems; Workday,medium,Hospital/cancer center; failure_reason=fetch_failed:HTTP Error 403: Forbidden; population health research
