organization,domain,visible_url,primary_category,secondary_categories,confidence,notes
Insight Policy Research,insightpolicyresearch.com,https://www.insightpolicyresearch.com/careers,Research Organizations,Custom; Research Organizations,medium,Medicaid policy; failure_reason=fetch_failed:<urlopen error [Errno 113] No route to host>
Insmed,insmed.com,https://www.insmed.com/careers/,Biotech Companies,Biotech Companies; Workday,medium,Rare disease; failure_reason=fetch_failed:HTTP Error 404: Not Found
Inspira Health,inspirahealthnetwork.org,https://www.inspirahealthnetwork.org,behavioral_mental_health,Behavioral health company / Healthcare provider; Regional healthcare including behavioral health and trauma-informed care,medium,Regional health network with behavioral health service lines
Institute for Firearm Injury Prevention | University of Michigan,firearminjury.umich.edu,https://firearminjury.umich.edu,injury_safety_justice,university research institute; firearm injury prevention,high,Standalone institute homepage dedicated to firearm injury prevention research and education
Institute for Policy Research Northwestern University,ipr.northwestern.edu,https://ipr.northwestern.edu,survey_policy_research,Policy Research; Interdisciplinary public policy and social science research,high,Northwestern University public policy research institute
Institute of Education Sciences,ies.ed.gov,https://ies.ed.gov,org_harvest,Government; Institute of Education Sciences (IES),medium,Statistics and research arm of US Department of Education; Federal research agency for program evaluation specialists; Federal research agency for education data and program evaluation
Insulet,insulet.com,https://www.insulet.com/careers,Pharmaceutical Companies,Pharmaceutical Companies; Unknown,medium,Diabetes device; Fetch: HTTP Error 404: Not Found; failure_reason=fetch_failed:HTTP Error 404: Not Found
Intellia Therapeutics,intelliatx.com,https://www.intelliatx.com/careers/,Biotech Companies,Biotech Companies; Workday,medium,Gene editing; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Intermountain Healthcare Research,intermountainhealthcare.org,https://intermountainhealthcare.org/careers/,Academic Medical Centers,Academic Medical Centers; Hospital Systems; Unknown,medium,Fetch: HTTP Error 308: Permanent Redirect; Health system research; Hospital/cancer center; Utah/Colorado system; failure_reason=fetch_failed:HTTP Error 308: Permanent Redirect; population health research
International Association of Industrial Accident Boards and Commissions (IAIABC),iaiabc.org,https://www.iaiabc.org,environmental_occupational_health,Professional Association; Injury Prevention,medium,Association of workers compensation regulatory agencies and private sector organizations providing education and training
International Diabetes Federation,idf.org,https://www.idf.org,global_health_ngo,Global Health; Diabetes prevention care and advocacy worldwide,high,Global diabetes federation
International Food Policy Research Institute,ifpri.org,https://www.ifpri.org,survey_policy_research,Policy Research; Food policy research and poverty reduction,high,International agricultural and food policy research institute established 1975
International Medical Corps,internationalmedicalcorps.org,https://internationalmedicalcorps.org,global_health_ngo,Humanitarian Health; Emergency medical response in conflict and disaster,high,Humanitarian health emergency response NGO
International Rescue Committee,rescue.org,https://www.rescue.org,global_health_ngo,Humanitarian Health; Humanitarian aid and health services in crisis zones,high,Major humanitarian health and refugee services NGO
International Research Institute for Climate and Society,iri.columbia.edu,https://iri.columbia.edu,global_health_ngo,International Research; Climate and society research with health applications,medium,Columbia University climate research institute
International Society for Environmental Epidemiology (ISEE),iseepi.org,https://www.iseepi.org,environmental_occupational_health,Professional Association; Environmental Epidemiology,high,Scientific association focused on environmental epidemiology research training and policy worldwide
International Society for Industrial Ecology (ISIE),isie.org,https://isie.org,environmental_occupational_health,Professional Society; Environmental Health,high,Promotes industrial ecology for innovative environmental solutions
International SOS,internationalsos.com,https://www.internationalsos.com,global_health_ngo,Global Health; International health and security risk management,medium,Corporate health services for mobile workforces
International Vaccine Institute,ivi.int,https://www.ivi.int,global_health_ngo,Global Health; Vaccine research and delivery in developing countries,high,International vaccine research organization
InterSystems,intersystems.com,https://www.intersystems.com,clinical_informatics_healthit,Interoperability; HealthShare unified care record and healthcare interoperability platform,high,Major healthcare data management and interoperability vendor
IntraHealth International,intrahealth.org,https://www.intrahealth.org,global_health_ngo,Health Systems Strengthening; Health workforce development and health systems governance,high,Health systems strengthening specialist NGO
IntuitionLabs,intuitionlabs.ai,https://intuitionlabs.ai,rwd_registry,Health Data Network; EMR/Claims Integration,high,RWE platform architecture integrating EMR and claims across OMOP CDM networks
Intuitive Surgical,intuitive.com,https://www.intuitive.com/careers,Pharmaceutical Companies,Pharmaceutical Companies; Unknown,medium,Device; failure_reason=no_matching_roles
Invitae,invitae.com,https://www.invitae.com/careers,Biotech Companies,Biotech Companies; Greenhouse,medium,Genetic testing; failure_reason=fetch_failed:HTTP Error 308: Permanent Redirect
IO Solutions,iosolutions.com,https://www.iosolutions.com,environmental_occupational_health,"Consulting Firm; Occupational Health, Workplace Safety",medium,Consulting firm for public safety agencies specializing in personnel selection and testing solutions
IOM,iom.int,https://www.iom.int,global_health_ngo,Humanitarian Health; Migration health and humanitarian response,high,UN International Organization for Migration
Ionis Pharmaceuticals,ionis.com,https://ionis.com/careers,Biotech Companies,Biotech Companies; UKG; UltiPro,medium,RNA therapeutics; failure_reason=no_matching_roles
IPG Health,ipghealth.com,https://www.ipghealth.com/careers,Medical Communications,Custom; Medical Communications,medium,Med comms; Medical/scientific communications; R20 new; failure_reason=fetch_failed:HTTP Error 403: Forbidden
IPPF,ippf.org,https://www.ippf.org,global_health_ngo,International NGO; Sexual and reproductive health and rights,high,International Planned Parenthood Federation
Ipsen,ipsen.com,https://www.ipsen.com,pharma_biotech,Global biopharmaceutical company focused on innovation and specialty care to improve lives of patients; Ipsen - improving patient health outcomes; Pharmaceutical; Pharmaceutical Companies,high,"Biopharmaceutical company; Focus on oncology, neuroscience, and rare diseases; Mid-size pharmaceutical company; Pharmaceutical company serving biotech and pharma industries; Specialty pharma"
Ipsos Healthcare,ipsos.com,https://www.ipsos.com/en/careers,HEOR / RWE / Consulting,Consulting; HEOR; Oracle Recruiting; RWE,medium,HEOR research; R19 new; failure_reason=no_matching_roles
IPUMS International,ipums.org,https://international.ipums.org,global_health_ngo,International Research; International census and demographic health data,high,Population and health demographic data repository
IQVIA,iqvia.com,https://www.iqvia.com,clinical_informatics_healthit,CRO; Clinical Data Platform; Clinical Research Careers at IQVIA; Consulting; Empowers life sciences organizations to accelerate innovation and improve patient outcomes; HEOR; Healthcare data technology analytics and clinical research platforms; IQVIA: Transforming Life Sciences with Data; Medical Communications; Other; RWE; Real World Evidence; Real world evidence health economics and clinical research; Real-World Data; Technology; Workday (embedded; blocked API),high,"Claims data analytics; Data and technology for life sciences; Major clinical research organization offering career opportunities in epidemiology biostatistics and RWE; Major employer for epidemiologists, biostatisticians, HEOR, RWE; Major healthcare data and analytics company; Major player in RWE and HEOR space; Medical writing; Medical/scientific communications; Pharma clinical research company using data and technology for healthcare; RWE solutions supporting health economics and outcomes research; RWE/epi; World's largest healthcare data and analytics company; duplicate suppress; failure_reason=no_matching_roles; not traditional pharma/biotech"
ISHAM,isham.org,https://www.isham.org,global_health_ngo,Infectious Disease; Fungal disease research and medical mycology,high,International Society for Human and Animal Mycology
ISTM,istm.org,https://www.istm.org,global_health_ngo,Other; Travel medicine professional society,high,International Society of Travel Medicine
ITCILO,itcilo.org,https://www.itcilo.org,global_health_ngo,Other; ILO training center including health workforce programs,medium,International Training Centre of the ILO
Ivy AI Solutions,ivyai.hk,https://www.ivyai.hk,ai_clinical_datascience,Healthcare AI; ISO-Certified Healthcare AI Company - CBC Multi-Cancer Screen surfaces,high,Company homepage; Hong Kong-based; page 8
Jackson Laboratory,jax.org,https://jobs.jax.org/,Academic Medical Centers,Academic Medical Centers; Workday,medium,Genomics/mouse models; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
Jackson State University School of Public Health,jsums.edu,https://www.jsums.edu/health,academic,School of Public Health,high,HBCU epidemiology and biostatistics
Jacobs Federal Health,jacobs.com,https://careers.jacobs.com/,Federal Contractors,Federal Contractors; Workday,medium,Federal health research/contractor; failure_reason=no_content
Jai Medical Systems,jaimedicalsystems.com,https://www.jaimedicalsystems.com,payer_vbc,Managed Care; Health insurance agency and Medicaid guidance,medium,Local Maryland managed care organization
James Bell Associates,jbassoc.com,https://www.jbassoc.com,survey_policy_research,Program Evaluation; Children and youth behavioral health program evaluation,high,Applied research and evaluation consulting firm
Japan Policy Research Institute,jpri.org,https://jpri.org,survey_policy_research,Policy Research; Japan policy and international relations research,high,Independent Japan policy research institute
Jazz Pharmaceuticals,jazzpharma.com,https://careers.jazzpharma.com/,Pharmaceutical Companies,Pharmaceutical Companies; Workday; Workday (embedded; blocked API),medium,Specialty pharma; Specialty pharma HEOR; failure_reason=no_matching_roles
JB Ashtin,jbashtin.com,https://www.jbashtin.com/careers,Medical Communications,Custom; Medical Communications,medium,Medical communications; failure_reason=fetch_failed:HTTP Error 403: Forbidden
JBS International Health,jbsinternational.com,https://www.jbsinternational.com/careers,Federal Contractors,Custom; Federal Contractors; Research Organizations,medium,Federal health research/contractor; International health; failure_reason=no_matching_roles
Jefferson Health,jeffersonhealth.org,https://jobs.jeffersonhealth.org/,Hospital Systems,Hospital Systems; Workday,medium,Philadelphia AMC; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
JetBase,jetbase.io,https://www.jetbase.io,clinical_informatics_healthit,Healthcare Software; Health information exchange software for faster clinical data processing,high,HIE software platform
John A. Burns School of Medicine,hawaii.edu,https://jabsom.hawaii.edu,academic,Academic Medical Centers; Medical School; Schools of Public Health; Workday,high,SPH; SPH/Medicine; University of Hawaii medical school; adjunct/epi potential; failure_reason=fetch_failed:HTTP Error 404: Not Found
John Snow Labs,johnsnowlabs.com,https://www.johnsnowlabs.com,ai_clinical_datascience,Healthcare AI; Healthcare AI company for rapid adoption of AI in healthcare and life sciences with high-compliance solutions,high,Company homepage; page 1
Johns Hopkins Bloomberg School of Public Health,jhu.edu,https://publichealth.jhu.edu,injury_safety_justice,Academic Medical Centers; Careers - Johns Hopkins Bloomberg School of Public Health; Johns Hopkins Bloomberg School of Public Health; School of Public Health; University; Unknown; gun violence prevention research; safety outcomes research; university research center,high,Academic medical center; Also seen under domain publichealth.jhu.edu; Epi center; Fetch: HTTP Error 403: Forbidden; Health equity research; Johns Hopkins Bloomberg School of Public Health center for gun violence prevention and policy research; Premier school of public health globally; Public health; R19 new; R20 new; Strongest epidemiology and biostatistics programs; Top-ranked public health school; Top-ranked public health school career opportunities; Workday; World's leading school of public health with outbreak response center; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Johns Hopkins Medicine,hopkinsmedicine.org,https://www.hopkinsmedicine.org,hospital_system,Academic Hospital; Academic Medical Center,high,Johns Hopkins academic medicine; Major academic medical center including Johns Hopkins Children's Center
Johnson & Johnson,jnj.com,https://www.jnj.com,pharma_biotech,Creating new and groundbreaking medicines to change the future of health; Pharmaceutical; Pharmaceutical Companies; Unknown,high,Fetch: HTTP Error 403: Forbidden; HEOR/RWE; Major healthcare and pharmaceutical company; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Joint Commission International,jointcommissioninternational.org,https://www.jointcommissioninternational.org,global_health_ngo,Health Systems Strengthening; International healthcare accreditation and quality standards,medium,Healthcare quality and accreditation standards body
Justice Policy Institute,justicepolicy.org,https://www.justicepolicy.org,injury_safety_justice,justice policy institute; criminal justice research; justice policy,medium,Nonprofit criminal justice policy research organization; Google results also surfaced grantee and social profiles; LinkedIn indicated operations ceased August 2025
K Health,khealth.com,https://khealth.com/careers,Digital Health,Digital Health,medium,AI primary care
Kaia Health,kaiahealth.com,https://kaiahealth.com/careers/,Digital Health,Digital Health; Greenhouse,medium,Digital MSK; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Kaigo Health,kaigohealth.com,https://kaigohealth.com,ai_clinical_datascience,Healthcare AI; AI Care Workforce automating follow-ups check-ins and monitoring for home care,high,Company homepage; page 13
Kaiser Family Foundation,kff.org,https://www.kff.org/about-kaiser/careers/,Research Organizations,Research Organizations; Workday,medium,Health policy research; failure_reason=fetch_failed:HTTP Error 404: Not Found
Kaiser Permanente,kaiserpermanente.org,https://about.kaiserpermanente.org,consulting_federal,Healthcare Consulting; Public policy perspectives on affordable health care and health system improvement,medium,Large healthcare organization with policy work not primarily consulting
Kaiser Permanente Division of Research,kp.taleo.net,https://kp.taleo.net/careersection/10000/jobsearch.ftl,Academic Medical Centers,Academic Medical Centers; Hospital Systems; Taleo,medium,Integrated payer-provider; Taleo; failure_reason=no_matching_roles
Kaiser Permanente Washington Research,kpwashingtonresearch.org,https://kpwashingtonresearch.org/index.php/login,Academic Medical Centers,Academic Medical Centers; Federal Contractors; Unknown,medium,Applied research; KP research; R19 new; failure_reason=no_matching_roles
Kansas Department of Health,admin.ks.gov,https://admin.ks.gov/careers,Government / Public Health,Government; Public Health; USAJobs,medium,State public health; failure_reason=fetch_failed:HTTP Error 404: Not Found
Kantar Health,kantar.com,https://www.kantar.com/careers,HEOR / RWE / Consulting,Consulting; HEOR; RWE; Workday,medium,HEOR/real world; R19 new; failure_reason=no_matching_roles
Karias Health,kariashealth.com,https://kariashealth.com,ai_clinical_datascience,Healthcare AI; Faith AI Care Companion - listens during clinical visits summarizes and guides next steps,high,Company homepage; page 17
Keidanren Policy Research Institute,keidanren.or.jp,https://www.keidanren.or.jp,survey_policy_research,Policy Research; Public policy think-tank integrating business and academia,high,Japan-based policy research institute
Kentucky Cabinet for Health and Family Services,kentucky.gov,https://www.kentucky.gov/careers/Pages/default.aspx,Government / Public Health,Custom; Government; Public Health,medium,State public health; failure_reason=fetch_failed:HTTP Error 404: Not Found
Kentucky Health Information Exchange,khie.ky.gov,https://khie.ky.gov/Pages,rwd_registry,Health Information Exchange; State Health Information Exchange,high,Kentucky statewide health information exchange
Ketchum Health,ketchum.com,https://www.ketchum.com/careers,Medical Communications,Medical Communications; Workday,medium,Medical/scientific communications; failure_reason=fetch_failed:HTTP Error 403: Forbidden
King County Public Health,kingcounty.gov,https://kingcounty.gov/dept/dph/jobs,google_harvest,Government; Jobs at Public Health - King County Washington,high,Official King County government career page for Seattle and King County Public Health department
King's Centre for Military Health Research,kcmhr.org,https://www.kcmhr.org,behavioral_mental_health,Military health research organization / PTSD research organization; Military health research and PTSD research,medium,Research center focused on military mental health; academic-affiliated but organization homepage
KMK Consulting,kmkconsultinginc.com,https://kmkconsultinginc.com,cro_heor_rwe,HEOR; RWE; HEOR-RWE health economics outcomes research RWD and RWE,high,Data capabilities tools and experience
KNB Communications,knbcomm.com,https://www.knbcomm.com,medical_communications,Healthcare Communications; Top-tier agency for biotech life sciences and health tech specializing in credibility and storytelling - Best Healthcare Communications Firm,high,Company homepage and award recognition - healthcare communications firm
Koan Health,koanhealth.com,https://koanhealth.com,digital_health,Population Health; Population health analytics for ACO value-based care,high,ACO cost and quality performance platform
Komodo Health,komodohealth.com,https://www.komodohealth.com,cro_heor_rwe,Digital Health; Greenhouse; HEOR; HEOR data and insights research-grade RWE; RWD; RWE,high,AI-driven evidence generation; Also seen under domain job-boards.greenhouse.io; Claims/RWD platform; Digital health/RWE; Telehealth; failure_reason=no_matching_roles
Korn Ferry,kornferry.com,https://www.kornferry.com/industries/government-public-sector,consulting_federal,Public Sector Consulting; Government and public services consultants and talent development,high,Consulting firm with government services practice
KPMG Federal,kpmguscareers.com,https://www.kpmguscareers.com/,Federal Contractors,Custom; Federal Contractors,medium,Federal health research/contractor; HEOR consulting; R20 new; Workday; failure_reason=no_matching_roles
L&G Research and Evaluation Consulting,lgresolution.com,https://www.lgresolution.com,survey_policy_research,"Program Evaluation; Research, evaluation, grant writing, and capacity building",high,M/WBE-certified evaluation consulting firm
L.A. Care Health Plan,lacare.org,https://lacare.org,payer_vbc,Health Insurance; Medi-Cal coverage,high,California public health plan
Labarium Diagnostic Systems,labarium.com,https://www.labarium.com,med_device_diagnostics,Laboratory Medicine; Next-generation clinical laboratory with AI-powered diagnostics,high,AI-powered diagnostic insights across 20+ states
Labcorp,labcorp.com,https://www.labcorp.com,org_harvest,CRO; Consulting; Drug Development; Global Life Sciences; HEOR; Labcorp: Lab Diagnostics; Phenom; RWE,high,CRO/RWE; Clinical laboratory and CRO division; Clinical laboratory and drug development with real world data services; HEOR/RWE/epi consulting; Real world data and central laboratory services; failure_reason=no_matching_roles
Lannett Company,lannett.com,https://www.lannett.com/careers/,Pharmaceutical Companies,Jobvite; Pharmaceutical Companies,medium,Generic pharma; failure_reason=no_matching_roles
LCMC Health Academic Medical Center,lcmchealth.org,https://lcmchealth.org/academic-medical-center,academic,Academic Medical Center,high,UMC New Orleans Louisiana
Le Bonheur Children's Hospital,lebonheur.org,https://careers.lebonheur.org/,Hospital Systems,Hospital Systems; Workday,medium,Hospital/cancer center; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>; population health research
Leapfrog Group,leapfroggroup.org,https://www.leapfroggroup.org/about/careers,Government / Public Health,Custom; Government; Public Health,medium,Hospital quality; Hospital quality measurement; R20 new; failure_reason=no_matching_roles
Legacy Health,legacyhealth.org,https://www.legacyhealth.org/careers,Hospital Systems,Hospital Systems; Workday,medium,Hospital/cancer center; failure_reason=no_matching_roles; population health research
Lehigh University College of Health,health.lehigh.edu,https://health.lehigh.edu,org_harvest,University; Lehigh University College of Health,medium,Interdisciplinary health college; Academic institution with population health programs; Population and community health research with diverse partners
Lehigh Valley Health Network,lvhn.org,https://www.lvhn.org,hospital_system,Hospital System; Hospital Systems; Workday,high,Pennsylvania regional health network including Reilly Children's Hospital; Pennsylvania system; failure_reason=fetch_failed:<urlopen error [Errno 111] Connection refused>
Leica Biosystems,leicabiosystems.com,https://www.leicabiosystems.com,med_device_diagnostics,Digital Pathology; Pathology and companion diagnostic solutions for pharmaceutical companies,high,Cancer diagnostics and digital pathology
Leidos,leidos.com,https://careers.leidos.com/,Federal Contractors,Federal Contractors; Unknown,medium,Federal health; Federal health research/contractor; Fetch: HTTP Error 403: Forbidden; VA medical exams; Workday; failure_reason=fetch_failed:HTTP Error 403: Forbidden
